[0.001, 0.001, 0.001, 0.001]:1.3989000000000003
[0.001, 0.001, 0.001, 0.100]:1.308998255440272
[0.001, 0.001, 0.001, 0.200]:1.231982020184887
[0.001, 0.001, 0.001, 0.300]:1.1658892128279883
[0.001, 0.001, 0.001, 0.400]:1.1085497755867852
[0.001, 0.001, 0.001, 0.500]:1.05833275826375
[0.001, 0.001, 0.001, 0.600]:1.0139886946917032
[0.001, 0.001, 0.001, 0.700]:0.9745442268737338
[0.001, 0.001, 0.001, 0.800]:0.93922982956198
[0.001, 0.001, 0.001, 0.900]:0.9074291083964403
[0.001, 0.001, 0.001, 0.999]:0.8789168686123695
[0.001, 0.001, 0.100, 0.001]:1.3881275373799389
[0.001, 0.001, 0.100, 0.100]:1.2999090081892632
[0.001, 0.001, 0.100, 0.200]:1.2242220353238018
[0.001, 0.001, 0.100, 0.300]:1.1591868647380765
[0.001, 0.001, 0.100, 0.400]:1.1027027027027025
[0.001, 0.001, 0.100, 0.500]:1.0531871144619602
[0.001, 0.001, 0.100, 0.600]:1.00942543576501
[0.001, 0.001, 0.100, 0.700]:0.970469798657718
[0.001, 0.001, 0.100, 0.800]:0.9355696934644304
[0.001, 0.001, 0.100, 0.900]:0.9041231445849368
[0.001, 0.001, 0.100, 0.999]:0.875913212095802
[0.001, 0.001, 0.200, 0.001]:1.3774585743700365
[0.001, 0.001, 0.200, 0.100]:1.2908926961226332
[0.001, 0.001, 0.200, 0.200]:1.21651376146789
[0.001, 0.001, 0.200, 0.300]:1.152521334367727
[0.001, 0.001, 0.200, 0.400]:1.0968817984046408
[0.001, 0.001, 0.200, 0.500]:1.0480599046970727
[0.001, 0.001, 0.200, 0.600]:1.0048749198203977
[0.001, 0.001, 0.200, 0.700]:0.9664038811400847
[0.001, 0.001, 0.200, 0.800]:0.9319148936170212
[0.001, 0.001, 0.200, 0.900]:0.9008201202843082
[0.001, 0.001, 0.200, 0.999]:0.8729106928731556
[0.001, 0.001, 0.300, 0.001]:1.3669967958054183
[0.001, 0.001, 0.300, 0.100]:1.2820375335120646
[0.001, 0.001, 0.300, 0.200]:1.2089330024813898
[0.001, 0.001, 0.300, 0.300]:1.1459584295612009
[0.001, 0.001, 0.300, 0.400]:1.0911447084233261
[0.001, 0.001, 0.300, 0.500]:1.043002028397566
[0.001, 0.001, 0.300, 0.600]:1.0003824091778206
[0.001, 0.001, 0.300, 0.700]:0.962386980108499
[0.001, 0.001, 0.300, 0.800]:0.9283018867924528
[0.001, 0.001, 0.300, 0.900]:0.8975530179445351
[0.001, 0.001, 0.300, 0.999]:0.8699393185000779
[0.001, 0.001, 0.400, 0.001]:1.3567362246369845
[0.001, 0.001, 0.400, 0.100]:1.273339238263951
[0.001, 0.001, 0.400, 0.200]:1.2014766201804759
[0.001, 0.001, 0.400, 0.300]:1.1394957983193277
[0.001, 0.001, 0.400, 0.400]:1.0854896354538957
[0.001, 0.001, 0.400, 0.500]:1.038012088650101
[0.001, 0.001, 0.400, 0.600]:0.9959468017732745
[0.001, 0.001, 0.400, 0.700]:0.9584182144997004
[0.001, 0.001, 0.400, 0.800]:0.9247299602046618
[0.001, 0.001, 0.400, 0.900]:0.8943212547322879
[0.001, 0.001, 0.400, 0.999]:0.8669986068830297
[0.001, 0.001, 0.500, 0.001]:1.346671111534432
[0.001, 0.001, 0.500, 0.100]:1.2647936786654963
[0.001, 0.001, 0.500, 0.200]:1.1941415785191214
[0.001, 0.001, 0.500, 0.300]:1.1331311599696738
[0.001, 0.001, 0.500, 0.400]:1.0799148332150459
[0.001, 0.001, 0.500, 0.500]:1.0330887258172115
[0.001, 0.001, 0.500, 0.600]:0.9915670232850851
[0.001, 0.001, 0.500, 0.700]:0.9544967242406194
[0.001, 0.001, 0.500, 0.800]:0.9211984171848502
[0.001, 0.001, 0.500, 0.900]:0.8911242603550296
[0.001, 0.001, 0.500, 0.999]:0.8640880858272162
[0.001, 0.001, 0.600, 0.001]:1.3367959241437872
[0.001, 0.001, 0.600, 0.100]:1.2563968668407313
[0.001, 0.001, 0.600, 0.200]:1.1869249394673125
[0.001, 0.001, 0.600, 0.300]:1.12686230248307
[0.001, 0.001, 0.600, 0.400]:1.0744186046511626
[0.001, 0.001, 0.600, 0.500]:1.0282306163021868
[0.001, 0.001, 0.600, 0.600]:0.9872420262664167
[0.001, 0.001, 0.600, 0.700]:0.9506216696269979
[0.001, 0.001, 0.600, 0.800]:0.9177065767284991
[0.001, 0.001, 0.600, 0.900]:0.8879614767255217
[0.001, 0.001, 0.600, 0.999]:0.861207292783821
[0.001, 0.001, 0.700, 0.001]:1.3271053369473784
[0.001, 0.001, 0.700, 0.100]:1.248144952545298
[0.001, 0.001, 0.700, 0.200]:1.17982385908727
[0.001, 0.001, 0.700, 0.300]:1.1206870799103807
[0.001, 0.001, 0.700, 0.400]:1.0689993002099367
[0.001, 0.001, 0.700, 0.500]:1.0234364713627389
[0.001, 0.001, 0.700, 0.600]:0.9829707893101307
[0.001, 0.001, 0.700, 0.700]:0.9467922307239551
[0.001, 0.001, 0.700, 0.800]:0.914253773057574
[0.001, 0.001, 0.700, 0.900]:0.8848323576370409
[0.001, 0.001, 0.700, 0.999]:0.8583557746049489
[0.001, 0.001, 0.800, 0.001]:1.3175942216871936
[0.001, 0.001, 0.800, 0.100]:1.2400342172797267
[0.001, 0.001, 0.800, 0.200]:1.1728355837966644
[0.001, 0.001, 0.800, 0.300]:1.114603409933284
[0.001, 0.001, 0.800, 0.400]:1.0636553161917999
[0.001, 0.001, 0.800, 0.500]:1.018705035971223
[0.001, 0.001, 0.800, 0.600]:0.9787523162445957
[0.001, 0.001, 0.800, 0.700]:0.943007606787595
[0.001, 0.001, 0.800, 0.800]:0.910839355197332
[0.001, 0.001, 0.800, 0.900]:0.8817363684489148
[0.001, 0.001, 0.800, 0.999]:0.8555330873060005
[0.001, 0.001, 0.900, 0.001]:1.3082576383154418
[0.001, 0.001, 0.900, 0.100]:1.2320610687022904
[0.001, 0.001, 0.900, 0.200]:1.1659574468085108
[0.001, 0.001, 0.900, 0.300]:1.1086092715231786
[0.001, 0.001, 0.900, 0.400]:1.0583850931677017
[0.001, 0.001, 0.900, 0.500]:1.014035087719298
[0.001, 0.001, 0.900, 0.600]:0.9745856353591162
[0.001, 0.001, 0.900, 0.700]:0.9392670157068062
[0.001, 0.001, 0.900, 0.800]:0.907462686567164
[0.001, 0.001, 0.900, 0.900]:0.8786729857819904
[0.001, 0.001, 0.900, 0.999]:0.8527387958352195
