[0.001, 0.001, 0.001, 0.001]:2.0007495
[0.001, 0.001, 0.001, 0.100]:2.0532582052637203
[0.001, 0.001, 0.001, 0.200]:2.095399533052784
[0.001, 0.001, 0.001, 0.300]:2.1296531166853496
[0.001, 0.001, 0.001, 0.400]:2.158044004595323
[0.001, 0.001, 0.001, 0.500]:2.181958693937125
[0.001, 0.001, 0.001, 0.600]:2.2023784293807838
[0.001, 0.001, 0.001, 0.700]:2.220017182378186
[0.001, 0.001, 0.001, 0.800]:2.235406849971336
[0.001, 0.001, 0.001, 0.900]:2.2489518162223416
[0.001, 0.001, 0.001, 0.999]:2.260851599611825
[0.001, 0.001, 0.100, 0.001]:2.015749692344439
[0.001, 0.001, 0.100, 0.100]:2.0673159164645574
[0.001, 0.001, 0.100, 0.200]:2.108486519651866
[0.001, 0.001, 0.100, 0.300]:2.141811451255731
[0.001, 0.001, 0.100, 0.400]:2.1693382784163684
[0.001, 0.001, 0.100, 0.500]:2.1924590905004497
[0.001, 0.001, 0.100, 0.600]:2.2121533565691776
[0.001, 0.001, 0.100, 0.700]:2.229130256216965
[0.001, 0.001, 0.100, 0.800]:2.2439158972233706
[0.001, 0.001, 0.100, 0.900]:2.2569088082980606
[0.001, 0.001, 0.100, 0.999]:2.268307840057458
[0.001, 0.001, 0.200, 0.001]:2.0312074735806336
[0.001, 0.001, 0.200, 0.100]:2.081718009378588
[0.001, 0.001, 0.200, 0.200]:2.121831666800619
[0.001, 0.001, 0.200, 0.300]:2.154162871956996
[0.001, 0.001, 0.200, 0.400]:2.1807761649069497
[0.001, 0.001, 0.200, 0.500]:2.2030651675676625
[0.001, 0.001, 0.200, 0.600]:2.2220046428486073
[0.001, 0.001, 0.200, 0.700]:2.238296859343775
[0.001, 0.001, 0.200, 0.800]:2.2524605908929827
[0.001, 0.001, 0.200, 0.900]:2.264887373134938
[0.001, 0.001, 0.200, 0.999]:2.2757746401545327
[0.001, 0.001, 0.300, 0.001]:2.046982296821591
[0.001, 0.001, 0.300, 0.100]:2.0963278911808465
[0.001, 0.001, 0.300, 0.200]:2.135305237105745
[0.001, 0.001, 0.300, 0.300]:2.16658552944976
[0.001, 0.001, 0.300, 0.400]:2.1922438444484906
[0.001, 0.001, 0.300, 0.500]:2.2136708586178253
[0.001, 0.001, 0.300, 0.600]:2.231833515628337
[0.001, 0.001, 0.300, 0.700]:2.2474249898536787
[0.001, 0.001, 0.300, 0.800]:2.2609551714992078
[0.001, 0.001, 0.300, 0.900]:2.272807488819074
[0.001, 0.001, 0.300, 0.999]:2.2831771960738534
[0.001, 0.001, 0.400, 0.001]:2.0630840170176077
[0.001, 0.001, 0.400, 0.100]:2.111150091416313
[0.001, 0.001, 0.400, 0.200]:2.148909093294499
[0.001, 0.001, 0.400, 0.300]:2.1790800418034344
[0.001, 0.001, 0.400, 0.400]:2.203741433598814
[0.001, 0.001, 0.400, 0.500]:2.224276163672011
[0.001, 0.001, 0.400, 0.600]:2.2416400513137367
[0.001, 0.001, 0.400, 0.700]:2.256514889446238
[0.001, 0.001, 0.400, 0.800]:2.269400078608965
[0.001, 0.001, 0.400, 0.900]:2.2806697952842763
[0.001, 0.001, 0.400, 0.999]:2.2905163333969383
[0.001, 0.001, 0.500, 0.001]:2.0795229018376924
[0.001, 0.001, 0.500, 0.100]:2.1261892722450098
[0.001, 0.001, 0.500, 0.200]:2.162645134293319
[0.001, 0.001, 0.500, 0.300]:2.1916470342582186
[0.001, 0.001, 0.500, 0.400]:2.215269049524541
[0.001, 0.001, 0.500, 0.500]:2.2348810827512944
[0.001, 0.001, 0.500, 0.600]:2.2514243259632964
[0.001, 0.001, 0.500, 0.700]:2.2655667978006497
[0.001, 0.001, 0.500, 0.800]:2.2777957466632737
[0.001, 0.001, 0.500, 0.900]:2.2884749231565236
[0.001, 0.001, 0.500, 0.999]:2.297792863619925
[0.001, 0.001, 0.600, 0.001]:2.096309653503644
[0.001, 0.001, 0.600, 0.100]:2.141450233331132
[0.001, 0.001, 0.600, 0.200]:2.1765152961114627
[0.001, 0.001, 0.600, 0.300]:2.2042871393293915
[0.001, 0.001, 0.600, 0.400]:2.226826810005069
[0.001, 0.001, 0.600, 0.500]:2.2454856158767442
[0.001, 0.001, 0.600, 0.600]:2.2611864152905894
[0.001, 0.001, 0.600, 0.700]:2.274580952596811
[0.001, 0.001, 0.600, 0.800]:2.2861426050517633
[0.001, 0.001, 0.600, 0.900]:2.296223493922576
[0.001, 0.001, 0.600, 0.999]:2.3050075844526936
[0.001, 0.001, 0.700, 0.001]:2.113455432025059
[0.001, 0.001, 0.700, 0.100]:2.1569379169500786
[0.001, 0.001, 0.700, 0.200]:2.190521552750654
[0.001, 0.001, 0.700, 0.300]:2.2170009969134346
[0.001, 0.001, 0.700, 0.400]:2.238414833436585
[0.001, 0.001, 0.700, 0.500]:2.256089763069431
[0.001, 0.001, 0.700, 0.600]:2.270926394666221
[0.001, 0.001, 0.700, 0.700]:2.283557589536118
[0.001, 0.001, 0.700, 0.800]:2.294441078185866
[0.001, 0.001, 0.700, 0.900]:2.3039161200949367
[0.001, 0.001, 0.700, 0.999]:2.312161280110377
[0.001, 0.001, 0.800, 0.001]:2.1309718799412707
[0.001, 0.001, 0.800, 0.100]:2.1726574133248056
[0.001, 0.001, 0.800, 0.200]:2.2046659171416434
[0.001, 0.001, 0.800, 0.300]:2.2297892543960183
[0.001, 0.001, 0.800, 0.400]:2.2500332388361093
